model,step,tokens_b,loss,l2,ce,plan,lr,sps,log_path
vanilla,52800,1.7301504,0.5854,0.6884,0.1745,0.0,0.000694,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,52900,1.7334272,0.5834,0.6857,0.1729,0.0,0.000695,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53000,1.736704,0.5909,0.6929,0.1808,0.0,0.000697,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53100,1.7399808,0.5914,0.687,0.1699,0.0,0.000698,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53200,1.7432576,0.5974,0.6889,0.1679,0.0,0.000699,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53300,1.7465344,0.5932,0.6867,0.176,0.0,0.000701,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53400,1.7498112,0.5912,0.6887,0.1796,0.0,0.000702,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53500,1.753088,0.5899,0.6903,0.1761,0.0,0.000703,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53600,1.7563648,0.5929,0.6909,0.1769,0.0,0.000705,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53700,1.7596416,0.5824,0.686,0.1846,0.0,0.000706,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53800,1.7629184,0.5974,0.685,0.174,0.0,0.000707,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,53900,1.7661952,0.589,0.6843,0.1778,0.0,0.000708,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54000,1.769472,0.5906,0.6846,0.179,0.0,0.00071,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54100,1.7727488,0.5849,0.6838,0.1756,0.0,0.000711,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54200,1.7760256,0.5914,0.6853,0.1702,0.0,0.000712,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54300,1.7793024,0.5939,0.69,0.1771,0.0,0.000714,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54400,1.7825792,0.5936,0.6933,0.1778,0.0,0.000715,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54500,1.785856,0.5859,0.688,0.1775,0.0,0.000716,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54600,1.7891328,0.5934,0.6905,0.1733,0.0,0.000718,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54700,1.7924096,0.5887,0.6875,0.1759,0.0,0.000719,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54800,1.7956864,0.5959,0.6903,0.1689,0.0,0.00072,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,54900,1.7989632,0.5867,0.6838,0.1808,0.0,0.000722,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55000,1.80224,0.6019,0.6932,0.1728,0.0,0.000723,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55100,1.8055168,0.5867,0.6874,0.1788,0.0,0.000724,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55200,1.8087936,0.5983,0.6923,0.176,0.0,0.000726,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55300,1.8120704,0.594,0.6892,0.1793,0.0,0.000727,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55400,1.8153472,0.5903,0.6821,0.1712,0.0,0.000728,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55500,1.818624,0.5963,0.6891,0.1738,0.0,0.000729,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55600,1.8219008,0.5918,0.6938,0.176,0.0,0.000731,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55700,1.8251776,0.5889,0.6858,0.1812,0.0,0.000732,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55800,1.8284544,0.5971,0.6923,0.1687,0.0,0.000733,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,55900,1.8317312,0.5907,0.6862,0.1737,0.0,0.000735,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56000,1.835008,0.5874,0.6877,0.179,0.0,0.000736,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56100,1.8382848,0.5914,0.6859,0.1773,0.0,0.000737,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56200,1.8415616,0.5871,0.6895,0.1782,0.0,0.000739,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56300,1.8448384,0.5847,0.687,0.1789,0.0,0.00074,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56400,1.8481152,0.5926,0.6886,0.1723,0.0,0.000741,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56500,1.851392,0.5939,0.6891,0.1751,0.0,0.000743,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56600,1.8546688,0.5944,0.6864,0.1751,0.0,0.000744,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56700,1.8579456,0.5898,0.6879,0.1713,0.0,0.000745,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56800,1.8612224,0.5897,0.688,0.1784,0.0,0.000747,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,56900,1.8644992,0.5955,0.6957,0.1711,0.0,0.000748,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57000,1.867776,0.5961,0.6866,0.1682,0.0,0.000749,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57100,1.8710528,0.5938,0.6901,0.1784,0.0,0.000751,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57200,1.8743296,0.5899,0.686,0.1709,0.0,0.000752,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57300,1.8776064,0.5907,0.6871,0.1826,0.0,0.000753,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57400,1.8808832,0.5989,0.6892,0.1752,0.0,0.000755,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57500,1.88416,0.5947,0.6883,0.1752,0.0,0.000756,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57600,1.8874368,0.5903,0.6834,0.1692,0.0,0.000757,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57700,1.8907136,0.6024,0.6944,0.1763,0.0,0.000759,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57800,1.8939904,0.5918,0.6867,0.1784,0.0,0.00076,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,57900,1.8972672,0.5988,0.6891,0.1786,0.0,0.000761,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58000,1.900544,0.5916,0.6864,0.1807,0.0,0.000763,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58100,1.9038208,0.5926,0.6881,0.1755,0.0,0.000764,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58200,1.9070976,0.5924,0.6859,0.1807,0.0,0.000765,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58300,1.9103744,0.5953,0.6845,0.1723,0.0,0.000766,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58400,1.9136512,0.5899,0.6912,0.1836,0.0,0.000768,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58500,1.916928,0.5911,0.689,0.1705,0.0,0.000769,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58600,1.9202048,0.5878,0.6876,0.1821,0.0,0.00077,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58700,1.9234816,0.5863,0.684,0.1801,0.0,0.000772,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58800,1.9267584,0.5873,0.6869,0.1783,0.0,0.000773,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,58900,1.9300352,0.5984,0.6929,0.171,0.0,0.000774,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59000,1.933312,0.5892,0.6854,0.1742,0.0,0.000776,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59100,1.9365888,0.5947,0.6894,0.1727,0.0,0.000777,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59200,1.9398656,0.5937,0.6862,0.1873,0.0,0.000778,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59300,1.9431424,0.5896,0.6874,0.1778,0.0,0.00078,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59400,1.9464192,0.5914,0.6888,0.1837,0.0,0.000781,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59500,1.949696,0.5972,0.6942,0.1698,0.0,0.000782,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59600,1.9529728,0.584,0.6888,0.1812,0.0,0.000784,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59700,1.9562496,0.5929,0.6864,0.1683,0.0,0.000785,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59800,1.9595264,0.5916,0.6902,0.1762,0.0,0.000786,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,59900,1.9628032,0.5964,0.6967,0.1743,0.0,0.000787,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60000,1.96608,0.5915,0.6898,0.1717,0.0,0.000789,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60100,1.9693568,0.595,0.6877,0.1681,0.0,0.00079,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60200,1.9726336,0.5915,0.6866,0.1767,0.0,0.000791,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60300,1.9759104,0.6003,0.6908,0.1717,0.0,0.000793,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60400,1.9791872,0.5962,0.6952,0.1772,0.0,0.000794,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60500,1.982464,0.5942,0.6875,0.1806,0.0,0.000795,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60600,1.9857408,0.5971,0.6875,0.1773,0.0,0.000797,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60700,1.9890176,0.5933,0.687,0.1785,0.0,0.000798,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60800,1.9922944,0.5959,0.6907,0.1756,0.0,0.000799,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,60900,1.9955712,0.5923,0.6868,0.1793,0.0,0.000801,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61000,1.998848,0.5956,0.6886,0.1802,0.0,0.000802,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61100,2.0021248,0.5923,0.6868,0.1817,0.0,0.000803,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61200,2.0054016,0.5935,0.6882,0.1756,0.0,0.000805,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61300,2.0086784,0.5964,0.6886,0.1778,0.0,0.000806,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61400,2.0119552,0.5937,0.6879,0.1746,0.0,0.000807,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61500,2.015232,0.5946,0.6895,0.1669,0.0,0.000808,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61600,2.0185088,0.5891,0.6885,0.1798,0.0,0.00081,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61700,2.0217856,0.5836,0.6791,0.1804,0.0,0.000811,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61800,2.0250624,0.5929,0.6871,0.169,0.0,0.000812,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,61900,2.0283392,0.5901,0.6886,0.1748,0.0,0.000814,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62000,2.031616,0.5872,0.6816,0.1793,0.0,0.000815,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62100,2.0348928,0.5878,0.6895,0.178,0.0,0.000816,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62200,2.0381696,0.5897,0.6861,0.1778,0.0,0.000818,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62300,2.0414464,0.5967,0.6876,0.1781,0.0,0.000819,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62400,2.0447232,0.5991,0.6879,0.1755,0.0,0.00082,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62500,2.048,0.5957,0.6895,0.1812,0.0,0.000822,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62600,2.0512768,0.5904,0.6903,0.1845,0.0,0.000823,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62700,2.0545536,0.5906,0.6846,0.1751,0.0,0.000824,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62800,2.0578304,0.593,0.6874,0.1759,0.0,0.000826,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,62900,2.0611072,0.5932,0.6916,0.1842,0.0,0.000827,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63000,2.064384,0.6011,0.6901,0.1751,0.0,0.000828,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63100,2.0676608,0.5851,0.6882,0.1846,0.0,0.000829,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63200,2.0709376,0.5896,0.6824,0.1726,0.0,0.000831,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63300,2.0742144,0.586,0.6875,0.175,0.0,0.000832,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63400,2.0774912,0.5941,0.6871,0.1739,0.0,0.000833,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63500,2.080768,0.5976,0.6909,0.1744,0.0,0.000835,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63600,2.0840448,0.5992,0.6933,0.1768,0.0,0.000836,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63700,2.0873216,0.5965,0.6876,0.1695,0.0,0.000837,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63800,2.0905984,0.5933,0.6889,0.1875,0.0,0.000839,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,63900,2.0938752,0.5962,0.687,0.179,0.0,0.00084,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64000,2.097152,0.5972,0.6893,0.1721,0.0,0.000841,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64100,2.1004288,0.5943,0.6878,0.1752,0.0,0.000843,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64200,2.1037056,0.5961,0.6933,0.1765,0.0,0.000844,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64300,2.1069824,0.5982,0.6899,0.1712,0.0,0.000845,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64400,2.1102592,0.5959,0.6867,0.17,0.0,0.000847,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64500,2.113536,0.5885,0.6851,0.1719,0.0,0.000848,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64600,2.1168128,0.5952,0.6858,0.1778,0.0,0.000849,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64700,2.1200896,0.5884,0.6892,0.1801,0.0,0.00085,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64800,2.1233664,0.5927,0.6887,0.1742,0.0,0.000852,3.7,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,64900,2.1266432,0.5832,0.6871,0.1781,0.0,0.000853,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65000,2.12992,0.5898,0.6862,0.174,0.0,0.000854,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65100,2.1331968,0.5915,0.6876,0.1838,0.0,0.000856,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65200,2.1364736,0.5929,0.6889,0.1726,0.0,0.000857,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65300,2.1397504,0.5988,0.6912,0.1685,0.0,0.000858,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65400,2.1430272,0.5928,0.6898,0.1759,0.0,0.00086,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65500,2.146304,0.5961,0.6863,0.1816,0.0,0.000861,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65600,2.1495808,0.6022,0.6889,0.1729,0.0,0.000862,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65700,2.1528576,0.601,0.692,0.1808,0.0,0.000864,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65800,2.1561344,0.5999,0.6926,0.1764,0.0,0.000865,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,65900,2.1594112,0.5934,0.6946,0.1765,0.0,0.000866,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66000,2.162688,0.5915,0.6873,0.1797,0.0,0.000868,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66100,2.1659648,0.5916,0.686,0.1763,0.0,0.000869,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66200,2.1692416,0.5917,0.6867,0.1843,0.0,0.00087,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66300,2.1725184,0.6033,0.6901,0.1668,0.0,0.000871,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66400,2.1757952,0.5916,0.6833,0.1742,0.0,0.000873,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66500,2.179072,0.5943,0.6884,0.18,0.0,0.000874,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66600,2.1823488,0.5962,0.6939,0.1785,0.0,0.000875,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66700,2.1856256,0.6021,0.6975,0.1743,0.0,0.000877,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66800,2.1889024,0.5936,0.6922,0.1777,0.0,0.000878,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,66900,2.1921792,0.5893,0.6886,0.1794,0.0,0.000879,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67000,2.195456,0.5955,0.691,0.1813,0.0,0.000881,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67100,2.1987328,0.5942,0.6871,0.17,0.0,0.000882,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67200,2.2020096,0.5899,0.6867,0.1783,0.0,0.000883,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67300,2.2052864,0.594,0.6911,0.1783,0.0,0.000885,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67400,2.2085632,0.599,0.6926,0.1777,0.0,0.000886,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67500,2.21184,0.5837,0.6876,0.1841,0.0,0.000887,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67600,2.2151168,0.5908,0.6864,0.178,0.0,0.000889,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67700,2.2183936,0.5926,0.6901,0.1825,0.0,0.00089,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67800,2.2216704,0.592,0.6924,0.1812,0.0,0.000891,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,67900,2.2249472,0.5901,0.6863,0.1811,0.0,0.000893,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68000,2.228224,0.5864,0.6839,0.174,0.0,0.000894,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68100,2.2315008,0.5931,0.6876,0.1831,0.0,0.000895,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68200,2.2347776,0.5853,0.6843,0.1769,0.0,0.000897,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68300,2.2380544,0.5886,0.6884,0.1758,0.0,0.000898,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68400,2.2413312,0.6006,0.6904,0.1735,0.0,0.000899,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68500,2.244608,0.597,0.6912,0.1774,0.0,0.000901,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68600,2.2478848,0.6029,0.6932,0.1766,0.0,0.000902,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68700,2.2511616,0.5932,0.6935,0.1839,0.0,0.000903,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68800,2.2544384,0.6002,0.6951,0.1741,0.0,0.000905,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,68900,2.2577152,0.5925,0.6914,0.1823,0.0,0.000906,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69000,2.260992,0.5884,0.6898,0.1811,0.0,0.000907,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69100,2.2642688,0.5929,0.6865,0.1844,0.0,0.000908,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69200,2.2675456,0.5857,0.6833,0.1744,0.0,0.00091,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69300,2.2708224,0.5892,0.6874,0.1732,0.0,0.000911,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69400,2.2740992,0.5843,0.683,0.1766,0.0,0.000912,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69500,2.277376,0.592,0.6853,0.1769,0.0,0.000914,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69600,2.2806528,0.5947,0.6896,0.1724,0.0,0.000915,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69700,2.2839296,0.5942,0.6879,0.1783,0.0,0.000916,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69800,2.2872064,0.5921,0.6882,0.1791,0.0,0.000918,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,69900,2.2904832,0.6043,0.6893,0.1709,0.0,0.000919,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70000,2.29376,0.5965,0.6946,0.1816,0.0,0.00092,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70100,2.2970368,0.6012,0.6931,0.1785,0.0,0.000922,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70200,2.3003136,0.5959,0.6887,0.1792,0.0,0.000923,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70300,2.3035904,0.5985,0.6888,0.1782,0.0,0.000924,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70400,2.3068672,0.5917,0.6909,0.1787,0.0,0.000926,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70500,2.310144,0.598,0.6901,0.1768,0.0,0.000927,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70600,2.3134208,0.5996,0.6923,0.179,0.0,0.000928,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70700,2.3166976,0.5895,0.6889,0.1791,0.0,0.000929,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70800,2.3199744,0.6009,0.6959,0.1702,0.0,0.000931,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,70900,2.3232512,0.5919,0.6893,0.1757,0.0,0.000932,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71000,2.326528,0.5908,0.6907,0.1727,0.0,0.000933,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71100,2.3298048,0.5962,0.6851,0.1732,0.0,0.000935,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71200,2.3330816,0.5934,0.6851,0.1715,0.0,0.000936,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71300,2.3363584,0.5976,0.6907,0.1677,0.0,0.000937,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71400,2.3396352,0.5925,0.6909,0.1817,0.0,0.000939,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71500,2.342912,0.5935,0.6903,0.1849,0.0,0.00094,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71600,2.3461888,0.5887,0.6862,0.1782,0.0,0.000941,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71700,2.3494656,0.5961,0.6859,0.1727,0.0,0.000943,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71800,2.3527424,0.5913,0.6902,0.1821,0.0,0.000944,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,71900,2.3560192,0.5912,0.6833,0.1708,0.0,0.000945,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,72000,2.359296,0.5969,0.6895,0.1751,0.0,0.000947,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,72100,2.3625728,0.5966,0.6855,0.1766,0.0,0.000948,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,72200,2.3658496,0.5922,0.687,0.1859,0.0,0.000949,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,72300,2.3691264,0.5912,0.6882,0.1815,0.0,0.00095,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,72400,2.3724032,0.6035,0.6972,0.1809,0.0,0.000952,3.6,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
vanilla,72500,2.37568,0.5898,0.6869,0.179,0.0,0.000953,3.5,logs/vanilla_5b_4g/train_vanilla_4g_5b.log
