step,loss,l2,ce,plan,lr,sps
132000,0.8331,0.6648,0.1808,0.2542,0.00174,3.3
132100,0.8271,0.6604,0.1818,0.2555,0.00174,3.3
132200,0.832,0.6636,0.1793,0.2553,0.00174,3.3
132300,0.8275,0.6668,0.1772,0.2492,0.00174,3.3
132400,0.8242,0.6605,0.1747,0.252,0.00174,3.3
132500,0.8305,0.6651,0.1823,0.2551,0.00174,3.3
132600,0.8261,0.6649,0.1835,0.2483,0.00174,3.3
132700,0.8263,0.6592,0.1852,0.2548,0.00174,3.2
132800,0.8344,0.665,0.1815,0.2611,0.00175,3.3
132900,0.8233,0.6632,0.1857,0.2521,0.00175,3.3
133000,0.8276,0.6616,0.1802,0.2541,0.00175,3.3
133100,0.8178,0.6612,0.1796,0.2458,0.00175,3.3
133200,0.8295,0.6629,0.1797,0.2522,0.00175,3.3
133300,0.8188,0.6615,0.1749,0.2457,0.00175,3.3
133400,0.8215,0.6618,0.1794,0.2491,0.00175,3.3
133500,0.8189,0.6579,0.1839,0.2547,0.00175,3.3
133600,0.8286,0.6621,0.1751,0.2541,0.00176,3.2
133700,0.8129,0.6587,0.184,0.2447,0.00176,3.3
133800,0.8337,0.6619,0.1839,0.2613,0.00176,3.3
133900,0.8269,0.662,0.1811,0.2541,0.00176,3.3
134000,0.8185,0.6597,0.1867,0.2506,0.00176,3.2
134100,0.8213,0.6598,0.1842,0.2475,0.00176,3.3
134200,0.8251,0.6622,0.1769,0.2526,0.00176,3.3
134300,0.8247,0.6594,0.1817,0.2508,0.00177,3.3
134400,0.8177,0.6625,0.1859,0.2482,0.00177,3.3
134500,0.8208,0.6611,0.1793,0.2495,0.00177,3.3
134600,0.8154,0.6566,0.1781,0.2469,0.00177,3.3
134700,0.8309,0.6605,0.1815,0.2607,0.00177,3.3
134800,0.8157,0.6613,0.1802,0.2471,0.00177,3.3
134900,0.8111,0.6578,0.1781,0.244,0.00177,3.2
135000,0.8316,0.6633,0.1803,0.2548,0.00177,3.3
135100,0.8244,0.6621,0.1805,0.2551,0.00178,3.3
135200,0.8189,0.6572,0.1854,0.256,0.00178,3.3
135300,0.8282,0.6595,0.175,0.2537,0.00178,3.3
135400,0.8243,0.6627,0.1772,0.2516,0.00178,3.3
135500,0.8218,0.6561,0.1846,0.2553,0.00178,3.2
135600,0.8299,0.6622,0.1738,0.2571,0.00178,3.3
135700,0.826,0.6569,0.1703,0.2522,0.00178,3.3
135800,0.8373,0.6625,0.1816,0.2642,0.00179,3.3
135900,0.8144,0.66,0.1794,0.2479,0.00179,3.3
136000,0.8284,0.6572,0.1722,0.2542,0.00179,3.2
136100,0.8246,0.6615,0.1739,0.2558,0.00179,3.3
136200,0.827,0.6596,0.1685,0.252,0.00179,3.3
136300,0.8135,0.6541,0.1676,0.2454,0.00179,3.3
136400,0.8276,0.6635,0.1716,0.2523,0.00179,3.3
136500,0.8145,0.6563,0.1746,0.2482,0.00179,3.2
136600,0.8242,0.6604,0.1766,0.2522,0.0018,3.2
136700,0.8201,0.6591,0.1746,0.2474,0.0018,3.3
136800,0.825,0.6582,0.1723,0.2524,0.0018,3.3
136900,0.8258,0.6552,0.1797,0.2545,0.0018,3.3
137000,0.822,0.6565,0.1735,0.2541,0.0018,3.2
137100,0.8166,0.6591,0.1696,0.2507,0.0018,3.3
137200,0.8346,0.6666,0.1731,0.26,0.0018,3.3
137300,0.8144,0.6558,0.1723,0.2479,0.00181,3.3
137400,0.8173,0.6588,0.1748,0.251,0.00181,3.3
137500,0.8295,0.6609,0.1761,0.2561,0.00181,3.3
137600,0.8283,0.6598,0.1661,0.2562,0.00181,3.3
137700,0.8166,0.6572,0.1764,0.2481,0.00181,3.3
137800,0.8162,0.6599,0.175,0.2485,0.00181,3.3
137900,0.8301,0.6626,0.1768,0.2572,0.00181,3.3
138000,0.8144,0.6537,0.1797,0.2502,0.00181,3.2
138100,0.8137,0.6527,0.1691,0.2494,0.00182,3.3
138200,0.8217,0.6546,0.1642,0.2556,0.00182,3.3
138300,0.8257,0.6612,0.1707,0.2522,0.00182,3.3
138400,0.8154,0.658,0.1748,0.2509,0.00182,3.3
138500,0.8152,0.6598,0.1719,0.2534,0.00182,3.3
138600,0.8086,0.6512,0.1729,0.2449,0.00182,3.3
138700,0.815,0.6582,0.1769,0.2529,0.00182,3.2
138800,0.819,0.658,0.1758,0.2516,0.00182,3.2
138900,0.8158,0.6553,0.1731,0.2531,0.00183,3.3
139000,0.82,0.6573,0.1812,0.2542,0.00183,3.2
139100,0.8232,0.6537,0.1708,0.2564,0.00183,3.3
139200,0.8196,0.657,0.1702,0.2507,0.00183,3.3
139300,0.8145,0.658,0.1698,0.2481,0.00183,3.3
139400,0.817,0.6573,0.1772,0.2508,0.00183,3.3
139500,0.8113,0.6565,0.1653,0.2474,0.00183,3.3
139600,0.8206,0.6564,0.1701,0.2547,0.00184,3.3
139700,0.8163,0.6525,0.1741,0.2492,0.00184,3.3
139800,0.8136,0.6581,0.1768,0.2485,0.00184,3.3
139900,0.8095,0.6514,0.1788,0.2443,0.00184,3.3
140000,0.8208,0.6529,0.1647,0.2508,0.00184,3.3
140100,0.8165,0.6547,0.1698,0.2527,0.00184,3.3
140200,0.8003,0.6529,0.1744,0.243,0.00184,3.3
140300,0.8223,0.6567,0.1684,0.2543,0.00184,3.3
140400,0.81,0.6538,0.1739,0.2487,0.00185,3.2
140500,0.8156,0.6565,0.1728,0.2482,0.00185,3.3
140600,0.8174,0.6559,0.1735,0.2559,0.00185,3.3
140700,0.8135,0.6559,0.1679,0.2461,0.00185,3.3
140800,0.8112,0.6536,0.166,0.2476,0.00185,3.3
140900,0.8165,0.6602,0.1689,0.2521,0.00185,3.3
141000,0.8001,0.6494,0.1743,0.2398,0.00185,3.2
141100,0.8156,0.6561,0.1664,0.251,0.00185,3.3
141200,0.8168,0.6546,0.1717,0.2549,0.00186,3.3
141300,0.817,0.6596,0.1709,0.2465,0.00186,3.3
141400,0.8234,0.6557,0.1717,0.2575,0.00186,3.3
141500,0.8094,0.6519,0.1679,0.2453,0.00186,3.2
141600,0.8182,0.6548,0.1715,0.2519,0.00186,3.3
141700,0.8122,0.6581,0.1714,0.2507,0.00186,3.3
141800,0.8082,0.6563,0.1652,0.2435,0.00186,3.3
141900,0.8121,0.659,0.1747,0.2535,0.00187,3.3
142000,0.8097,0.6575,0.1683,0.2443,0.00187,3.2
142100,0.809,0.6519,0.1737,0.248,0.00187,3.3
142200,0.825,0.656,0.1657,0.2571,0.00187,3.3
142300,0.8102,0.654,0.1691,0.2446,0.00187,3.3
142400,0.8188,0.6612,0.1678,0.2493,0.00187,3.3
142500,0.8136,0.6524,0.1749,0.2526,0.00187,3.3
142600,0.8222,0.656,0.1619,0.2491,0.00187,3.3
142700,0.8089,0.6488,0.1711,0.248,0.00188,3.3
142800,0.8213,0.6567,0.1654,0.2533,0.00188,3.2
142900,0.8094,0.6525,0.165,0.2456,0.00188,3.3
143000,0.8073,0.6512,0.1721,0.244,0.00188,3.3
143100,0.8155,0.6546,0.1642,0.2512,0.00188,3.3
143200,0.8164,0.6556,0.1728,0.2549,0.00188,3.3
143300,0.8126,0.6515,0.1636,0.2483,0.00188,3.3
143400,0.8085,0.6496,0.1634,0.2477,0.00189,3.3
143500,0.8099,0.6486,0.1719,0.2521,0.00189,3.3
143600,0.8128,0.6525,0.1689,0.2518,0.00189,3.2
143700,0.8253,0.6566,0.166,0.254,0.00189,3.3
143800,0.8126,0.6555,0.1717,0.251,0.00189,3.3
143900,0.8234,0.6555,0.164,0.2544,0.00189,3.3
144000,0.823,0.6516,0.1681,0.2599,0.00189,3.3
144100,0.8058,0.65,0.1721,0.2475,0.00189,3.3
144200,0.8204,0.6528,0.1677,0.2528,0.0019,3.3
144300,0.8138,0.6537,0.1714,0.2507,0.0019,3.3
144400,0.8157,0.6502,0.1662,0.2514,0.0019,3.2
144500,0.8013,0.6532,0.1708,0.2417,0.0019,3.2
144600,0.8095,0.653,0.163,0.2489,0.0019,3.2
144700,0.8057,0.6526,0.1692,0.2457,0.0019,3.3
144800,0.8093,0.6547,0.1667,0.2475,0.0019,3.3
144900,0.8299,0.6599,0.1649,0.2603,0.0019,3.3
145000,0.813,0.6556,0.1612,0.249,0.00191,3.3
145100,0.8187,0.6549,0.1709,0.256,0.00191,3.3
145200,0.8037,0.6502,0.1644,0.2501,0.00191,3.3
145300,0.8075,0.6477,0.1694,0.2504,0.00191,3.3
145400,0.8083,0.6515,0.1615,0.2426,0.00191,3.2
145500,0.8217,0.6579,0.1626,0.252,0.00191,3.3
145600,0.8095,0.6534,0.1688,0.2463,0.00191,3.2
145700,0.8136,0.6573,0.1694,0.2549,0.00192,3.3
145800,0.8043,0.6501,0.1663,0.2505,0.00192,3.3
145900,0.8057,0.6487,0.1701,0.2467,0.00192,3.3
146000,0.8102,0.6521,0.1615,0.2502,0.00192,3.3
146100,0.8071,0.6514,0.1657,0.248,0.00192,3.3
146200,0.7999,0.6499,0.1658,0.2426,0.00192,3.3
146300,0.8063,0.6502,0.1642,0.2482,0.00192,3.3
146400,0.8069,0.6523,0.1731,0.2473,0.00192,3.3
146500,0.8073,0.6526,0.1685,0.2488,0.00193,3.3
146600,0.8098,0.6522,0.1673,0.2508,0.00193,3.3
146700,0.8089,0.6514,0.1649,0.246,0.00193,3.3
146800,0.8071,0.6526,0.1621,0.2482,0.00193,3.3
146900,0.8053,0.6513,0.1719,0.247,0.00193,3.3
147000,0.8165,0.6538,0.157,0.2493,0.00193,3.3
147100,0.8083,0.6474,0.1604,0.2522,0.00193,3.3
147200,0.8095,0.6546,0.1641,0.2456,0.00194,3.2
147300,0.8128,0.6474,0.163,0.2505,0.00194,3.2
147400,0.8062,0.6501,0.1675,0.2478,0.00194,3.3
147500,0.8075,0.6511,0.1676,0.2456,0.00194,3.3
147600,0.7988,0.6528,0.1674,0.2405,0.00194,3.2
147700,0.8051,0.6449,0.1626,0.2461,0.00194,3.2
147800,0.8044,0.6525,0.1696,0.251,0.00194,3.3
147900,0.805,0.6506,0.1627,0.2446,0.00194,3.3
148000,0.8032,0.6502,0.16,0.2434,0.00195,3.3
148100,0.8037,0.6481,0.1667,0.2484,0.00195,3.3
148200,0.7945,0.6538,0.1645,0.2378,0.00195,3.3
148300,0.8083,0.65,0.1662,0.2429,0.00195,3.3
148400,0.8006,0.6505,0.1645,0.2426,0.00195,3.2
148500,0.8208,0.6569,0.1603,0.2565,0.00195,3.3
148600,0.8056,0.6537,0.1603,0.2454,0.00195,3.3
148700,0.8082,0.6455,0.1609,0.2448,0.00195,3.2
148800,0.8185,0.6519,0.1607,0.2548,0.00196,3.3
148900,0.8155,0.6526,0.1582,0.2496,0.00196,3.3
149000,0.8106,0.6496,0.1646,0.2492,0.00196,3.3
149100,0.8115,0.6533,0.1688,0.2498,0.00196,3.3
149200,0.8217,0.6518,0.1654,0.2577,0.00196,3.3
149300,0.8106,0.6524,0.1652,0.25,0.00196,3.3
149400,0.8082,0.6503,0.1635,0.2485,0.00196,3.3
149500,0.8066,0.6538,0.162,0.2457,0.00197,3.3
149600,0.8117,0.6525,0.1619,0.2541,0.00197,3.3
149700,0.8011,0.6509,0.1652,0.2474,0.00197,3.3
149800,0.817,0.6517,0.159,0.2509,0.00197,3.3
149900,0.8027,0.6475,0.1636,0.2487,0.00197,3.2
150000,0.8055,0.6504,0.1552,0.2431,0.00197,3.3
150100,0.8061,0.651,0.1636,0.2483,0.00197,3.3
150200,0.8011,0.6492,0.1598,0.2444,0.00197,3.2
150300,0.7982,0.6455,0.1598,0.2463,0.00198,3.3
150400,0.8013,0.6497,0.1643,0.2468,0.00198,3.3
150500,0.8104,0.6528,0.1575,0.2502,0.00198,3.3
150600,0.8096,0.6506,0.1589,0.2492,0.00198,3.3
150700,0.8135,0.6573,0.1694,0.2528,0.00198,3.3
150800,0.8065,0.6483,0.1601,0.2456,0.00198,3.3
150900,0.8112,0.6496,0.1627,0.2508,0.00198,3.3
151000,0.8054,0.652,0.1623,0.2455,0.00199,3.2
151100,0.8119,0.6504,0.1631,0.2517,0.00199,3.3
151200,0.8045,0.6525,0.1625,0.2452,0.00199,3.3
151300,0.8105,0.6508,0.1597,0.2523,0.00199,3.3
151400,0.7988,0.6439,0.1594,0.2423,0.00199,3.2
151500,0.8076,0.6538,0.1577,0.2474,0.00199,3.2
151600,0.8088,0.6488,0.154,0.2477,0.00199,3.2
151700,0.8007,0.647,0.1623,0.2431,0.00199,3.3
151800,0.7973,0.6442,0.1562,0.2406,0.002,3.3
151900,0.8208,0.6595,0.1598,0.2548,0.002,3.2
152000,0.8166,0.6506,0.1596,0.2496,0.002,3.3
152100,0.8136,0.6511,0.163,0.2494,0.002,3.3
152200,0.818,0.6531,0.1564,0.2509,0.002,3.2
152300,0.8034,0.6491,0.1676,0.2464,0.002,3.3
152400,0.7967,0.6449,0.1701,0.2474,0.002,3.3
152500,0.8105,0.6507,0.162,0.2547,0.002,3.2
152600,0.8064,0.6526,0.1585,0.2457,0.002,3.3
152700,0.8157,0.6527,0.1552,0.2527,0.002,3.3
152800,0.8006,0.6491,0.1616,0.2438,0.002,3.3
152900,0.7981,0.6496,0.1584,0.2456,0.002,3.3
153000,0.8213,0.6528,0.1628,0.2582,0.002,3.3
153100,0.8021,0.6489,0.1534,0.2435,0.002,3.3
153200,0.8064,0.6496,0.168,0.2521,0.002,3.3
153300,0.806,0.6486,0.1646,0.2483,0.002,3.3
153400,0.7976,0.6524,0.1639,0.24,0.002,3.3
153500,0.8019,0.6462,0.1551,0.2476,0.002,3.2
153600,0.7976,0.6479,0.1594,0.247,0.002,3.2
153700,0.8059,0.6508,0.1573,0.2496,0.002,3.3
153800,0.8047,0.6499,0.1617,0.2463,0.002,3.3
153900,0.8075,0.6467,0.1591,0.2522,0.002,3.3
154000,0.8045,0.6558,0.1678,0.2459,0.002,3.3
154100,0.8098,0.6494,0.1606,0.2501,0.002,3.3
154200,0.8229,0.6555,0.1591,0.2544,0.002,3.3
154300,0.8101,0.6477,0.1552,0.2486,0.002,3.3
154400,0.81,0.652,0.1613,0.2545,0.002,3.3
154500,0.8025,0.6488,0.1567,0.2406,0.002,3.3
154600,0.7946,0.6484,0.1665,0.2454,0.002,3.2
154700,0.7971,0.6446,0.1575,0.2448,0.002,3.2
154800,0.7973,0.6482,0.1551,0.2463,0.002,3.3
154900,0.7961,0.646,0.1614,0.2421,0.002,3.2
155000,0.7984,0.6495,0.1519,0.2426,0.002,3.2
155100,0.8078,0.6521,0.1634,0.2471,0.002,3.3
155200,0.8066,0.6457,0.1521,0.2469,0.002,3.3
155300,0.7996,0.6507,0.1615,0.2484,0.002,3.3
155400,0.8082,0.6469,0.1586,0.2486,0.002,3.3
155500,0.8045,0.6493,0.1553,0.2463,0.002,3.3
155600,0.8117,0.6468,0.1537,0.2528,0.002,3.2
155700,0.7897,0.6457,0.1578,0.2382,0.002,3.2
155800,0.7924,0.6456,0.1596,0.2434,0.002,3.3
155900,0.8125,0.6531,0.1572,0.2488,0.002,3.2
156000,0.8116,0.6607,0.1508,0.2469,0.002,3.2
156100,0.7944,0.6449,0.151,0.2384,0.002,3.2
156200,0.7957,0.6448,0.1543,0.2408,0.002,3.3
156300,0.8164,0.6543,0.1604,0.2557,0.002,3.3
156400,0.8118,0.652,0.1551,0.2503,0.002,3.3
156500,0.7973,0.6495,0.1551,0.2434,0.002,3.2
156600,0.7968,0.648,0.1532,0.2415,0.002,3.2
156700,0.8091,0.6508,0.1582,0.2488,0.002,3.2
156800,0.8034,0.6497,0.1586,0.2501,0.002,3.3
156900,0.7904,0.647,0.1631,0.2405,0.002,3.3
157000,0.8057,0.6463,0.1561,0.2473,0.002,3.3
157100,0.7955,0.6443,0.1574,0.2455,0.002,3.3
157200,0.8035,0.6496,0.1558,0.247,0.002,3.2
157300,0.8042,0.649,0.1568,0.2469,0.002,3.3
157400,0.7997,0.6493,0.1546,0.2484,0.002,3.3
157500,0.8045,0.6509,0.1612,0.2498,0.002,3.2
157600,0.8031,0.6479,0.1621,0.2472,0.002,3.3
157700,0.8051,0.6496,0.1498,0.2475,0.002,3.3
157800,0.8016,0.6482,0.1576,0.2497,0.002,3.3
157900,0.81,0.6461,0.1498,0.249,0.002,3.2
158000,0.8026,0.6504,0.1612,0.2419,0.002,3.2
158100,0.8042,0.648,0.1528,0.2474,0.002,3.2
158200,0.8057,0.6494,0.1513,0.2492,0.002,3.3
158300,0.7998,0.6476,0.156,0.2418,0.002,3.3
158400,0.8049,0.6446,0.1502,0.2466,0.002,3.2
158500,0.8031,0.6492,0.157,0.2436,0.002,3.2
158600,0.8108,0.6519,0.146,0.2478,0.002,3.3
158700,0.8147,0.6485,0.1549,0.2521,0.002,3.2
158800,0.7925,0.6431,0.1544,0.2444,0.002,3.3
158900,0.7946,0.6478,0.1522,0.2402,0.002,3.2
159000,0.8152,0.6533,0.1521,0.2536,0.002,3.3
159100,0.8028,0.6464,0.1519,0.2457,0.002,3.3
159200,0.8028,0.6446,0.1598,0.2475,0.002,3.3
159300,0.796,0.6491,0.1546,0.2415,0.002,3.3
159400,0.8152,0.649,0.1517,0.2551,0.002,3.2
159500,0.7966,0.6444,0.1538,0.2458,0.002,3.2
159600,0.7931,0.6414,0.1593,0.2428,0.002,3.2
159700,0.802,0.6505,0.1641,0.2476,0.002,3.3
159800,0.7941,0.6485,0.1584,0.2429,0.002,3.3
159900,0.7986,0.651,0.1555,0.2442,0.002,3.2
160000,0.8094,0.6512,0.1556,0.2483,0.002,3.3
160100,0.8015,0.6475,0.1539,0.2475,0.002,3.3
160200,0.8089,0.6485,0.1614,0.2527,0.002,3.3
160300,0.7947,0.6408,0.156,0.2405,0.002,3.3
160400,0.8006,0.6473,0.1494,0.2424,0.002,3.2
160500,0.7929,0.6463,0.156,0.2438,0.002,3.3
160600,0.8133,0.654,0.143,0.2529,0.002,3.2
160700,0.7994,0.6495,0.1514,0.2487,0.002,3.2
160800,0.7999,0.651,0.1533,0.2445,0.002,3.3
160900,0.8153,0.6542,0.1516,0.2551,0.002,3.2
161000,0.8054,0.649,0.1521,0.2475,0.002,3.2
161100,0.8102,0.6497,0.1485,0.2507,0.002,3.3
161200,0.8013,0.6534,0.1593,0.2443,0.002,3.3
161300,0.8044,0.6472,0.1595,0.2493,0.002,3.3
161400,0.8041,0.648,0.1558,0.2447,0.002,3.2
161500,0.8028,0.6511,0.1512,0.2452,0.002,3.2
161600,0.8055,0.6495,0.16,0.2493,0.002,3.3
161700,0.7906,0.6472,0.154,0.2446,0.002,3.3
161800,0.8149,0.6524,0.1523,0.2541,0.002,3.3
161900,0.803,0.6516,0.1539,0.2477,0.002,3.2
162000,0.8116,0.649,0.1478,0.2491,0.002,3.2
162100,0.8054,0.648,0.1499,0.2478,0.002,3.2
162200,0.8108,0.6531,0.1437,0.2434,0.002,3.3
162300,0.7992,0.6478,0.1552,0.2406,0.002,3.3
162400,0.8108,0.6476,0.1508,0.2486,0.002,3.2
162500,0.8008,0.6496,0.1568,0.2491,0.002,3.3
162600,0.7937,0.6429,0.1517,0.2418,0.002,3.2
162700,0.7929,0.649,0.1603,0.2438,0.002,3.3
162800,0.7999,0.6437,0.1472,0.2462,0.002,3.3
162900,0.8016,0.651,0.1514,0.2465,0.002,3.2
163000,0.8046,0.6494,0.1512,0.245,0.002,3.3
163100,0.7995,0.6485,0.1462,0.241,0.002,3.3
163200,0.7936,0.6455,0.156,0.2443,0.002,3.2
163300,0.7988,0.6436,0.1544,0.2456,0.002,3.2
163400,0.8024,0.6482,0.1518,0.2466,0.002,3.3
163500,0.7992,0.6484,0.1553,0.2486,0.002,3.3
163600,0.7976,0.648,0.158,0.2446,0.002,3.3
163700,0.806,0.6509,0.1515,0.2467,0.002,3.2
163800,0.8044,0.6494,0.1547,0.2509,0.002,3.3
163900,0.7929,0.6487,0.1567,0.2396,0.002,3.2
164000,0.8034,0.6438,0.1536,0.2459,0.002,3.3
164100,0.8047,0.6524,0.1521,0.2472,0.002,3.3
164200,0.796,0.6451,0.1512,0.241,0.002,3.3
164300,0.7997,0.6471,0.1566,0.2472,0.002,3.3
164400,0.8007,0.6477,0.1518,0.2454,0.002,3.3
164500,0.8108,0.6524,0.152,0.2496,0.002,3.3
164600,0.7958,0.6436,0.1558,0.2411,0.002,3.2
164700,0.814,0.6511,0.1567,0.2542,0.002,3.3
164800,0.7939,0.6438,0.1567,0.2441,0.002,3.3
164900,0.7898,0.6391,0.1549,0.2395,0.002,3.2
165000,0.8042,0.6504,0.1446,0.2468,0.002,3.3
165100,0.8004,0.6459,0.1557,0.2428,0.002,3.3
165200,0.7994,0.6465,0.1502,0.2433,0.002,3.3
165300,0.7952,0.6439,0.1582,0.2391,0.002,3.3
165400,0.8009,0.6471,0.15,0.2471,0.002,3.3
165500,0.8019,0.646,0.1517,0.2468,0.002,3.3
165600,0.8034,0.6503,0.1547,0.2535,0.002,3.3
165700,0.792,0.6438,0.1563,0.2383,0.002,3.3
165800,0.8065,0.6497,0.1553,0.249,0.002,3.3
165900,0.7971,0.6437,0.1497,0.2487,0.002,3.2
166000,0.8013,0.6491,0.1521,0.2484,0.002,3.2
166100,0.7915,0.6417,0.154,0.241,0.002,3.2
166200,0.7876,0.6417,0.1493,0.2413,0.002,3.3
166300,0.7994,0.647,0.1407,0.2415,0.002,3.3
166400,0.8076,0.649,0.1513,0.2527,0.002,3.2
166500,0.7929,0.6439,0.1508,0.2422,0.002,3.3
166600,0.8032,0.6508,0.153,0.2469,0.002,3.3
166700,0.8036,0.6455,0.1497,0.2477,0.002,3.3
166800,0.8,0.6458,0.1522,0.25,0.002,3.3
166900,0.7876,0.6403,0.1505,0.2414,0.002,3.3
167000,0.7987,0.6462,0.1529,0.2472,0.002,3.3
167100,0.7951,0.6493,0.1528,0.2417,0.002,3.3
167200,0.8029,0.649,0.1617,0.2502,0.002,3.3
167300,0.8049,0.6462,0.1536,0.2469,0.002,3.3
167400,0.8018,0.6471,0.1431,0.2441,0.002,3.2
167500,0.8012,0.6464,0.1509,0.2471,0.002,3.2
167600,0.7974,0.648,0.146,0.2448,0.002,3.2
167700,0.8168,0.6524,0.1487,0.2536,0.002,3.3
167800,0.8065,0.6519,0.1565,0.2543,0.002,3.3
167900,0.784,0.642,0.1457,0.2337,0.002,3.2
168000,0.8001,0.6464,0.1465,0.2485,0.002,3.2
168100,0.8037,0.6461,0.1458,0.2473,0.002,3.3
168200,0.8075,0.6474,0.1472,0.2479,0.002,3.2
168300,0.7928,0.6395,0.1504,0.2406,0.002,3.3
168400,0.7929,0.6453,0.1539,0.2466,0.002,3.2
168500,0.7864,0.6446,0.1513,0.2355,0.002,3.2
168600,0.8013,0.6485,0.1498,0.2556,0.002,3.2
168700,0.8037,0.6507,0.1529,0.2461,0.002,3.3
168800,0.8099,0.6473,0.145,0.2512,0.002,3.3
168900,0.7946,0.6454,0.1419,0.242,0.002,3.3
169000,0.7995,0.6473,0.155,0.2448,0.002,3.2
169100,0.806,0.6491,0.1514,0.251,0.002,3.3
169200,0.7932,0.6411,0.1429,0.2434,0.002,3.2
169300,0.7908,0.6444,0.1519,0.2414,0.002,3.2
169400,0.7987,0.6483,0.1533,0.2455,0.002,3.2
169500,0.8034,0.6462,0.1492,0.2516,0.002,3.2
169600,0.795,0.6462,0.1514,0.2436,0.002,3.3
169700,0.805,0.6514,0.1446,0.2492,0.002,3.3
169800,0.7972,0.6466,0.1492,0.2421,0.002,3.3
169900,0.793,0.6463,0.1532,0.2429,0.002,3.3
170000,0.8001,0.6447,0.1469,0.2463,0.002,3.3
170100,0.799,0.646,0.1486,0.2438,0.002,3.3
170200,0.7933,0.6446,0.1456,0.2407,0.002,3.3
170300,0.7968,0.6446,0.1478,0.2425,0.002,3.3
170400,0.8012,0.6501,0.1518,0.249,0.002,3.3
170500,0.7931,0.643,0.143,0.2418,0.002,3.3
170600,0.7931,0.6431,0.1464,0.2397,0.002,3.3
170700,0.802,0.6447,0.1486,0.2475,0.002,3.3
170800,0.803,0.6465,0.1487,0.2468,0.002,3.3
170900,0.788,0.6474,0.1522,0.2435,0.002,3.2
171000,0.7908,0.6426,0.1538,0.2451,0.002,3.3
171100,0.8,0.6466,0.1444,0.242,0.002,3.3
171200,0.8028,0.6481,0.1481,0.2477,0.002,3.2
171300,0.792,0.643,0.1453,0.2389,0.002,3.3
171400,0.8008,0.6486,0.1489,0.2469,0.002,3.3
171500,0.8046,0.6472,0.1436,0.2454,0.002,3.2
171600,0.7858,0.6447,0.1566,0.2398,0.002,3.3
171700,0.7989,0.6464,0.1462,0.2494,0.002,3.2
171800,0.7969,0.6473,0.1491,0.2434,0.002,3.3
171900,0.7912,0.6417,0.1464,0.2399,0.002,3.2
172000,0.8008,0.6453,0.147,0.2447,0.002,3.3
172100,0.7941,0.6425,0.1539,0.241,0.002,3.2
172200,0.7902,0.6395,0.1487,0.2399,0.002,3.3
172300,0.798,0.6492,0.1494,0.2495,0.002,3.3
172400,0.802,0.6505,0.145,0.2423,0.002,3.2
172500,0.7984,0.648,0.1481,0.2407,0.002,3.2
172600,0.8017,0.646,0.1389,0.2465,0.002,3.3
172700,0.7989,0.6482,0.1512,0.242,0.002,3.3
172800,0.7841,0.6412,0.1546,0.2411,0.002,3.3
172900,0.8012,0.6474,0.1461,0.2464,0.002,3.3
173000,0.8018,0.6468,0.1464,0.2524,0.002,3.2
173100,0.7868,0.6437,0.1487,0.2397,0.002,3.3
173200,0.7997,0.6452,0.1484,0.2522,0.002,3.2
173300,0.7921,0.6453,0.1489,0.2382,0.002,3.3
173400,0.8063,0.6522,0.1506,0.2516,0.002,3.3
173500,0.7932,0.6459,0.1472,0.2415,0.002,3.3
173600,0.7828,0.6403,0.155,0.2346,0.002,3.2
173700,0.8045,0.6466,0.1415,0.2523,0.002,3.3
173800,0.7961,0.6457,0.148,0.2415,0.002,3.3
173900,0.7942,0.6432,0.1422,0.239,0.002,3.3
174000,0.807,0.6495,0.146,0.2486,0.002,3.2
174100,0.7973,0.6433,0.146,0.2444,0.002,3.3
174200,0.7877,0.642,0.15,0.2425,0.002,3.3
174300,0.7984,0.649,0.1432,0.2473,0.002,3.3
174400,0.8004,0.6481,0.1501,0.2525,0.002,3.3
174500,0.797,0.6444,0.1456,0.246,0.002,3.2
174600,0.8013,0.6472,0.1463,0.2445,0.002,3.3
174700,0.7944,0.6429,0.1443,0.245,0.002,3.3
174800,0.7987,0.6486,0.1462,0.2456,0.002,3.3
174900,0.7926,0.6415,0.1476,0.2426,0.002,3.3
175000,0.7898,0.6425,0.1447,0.2353,0.002,3.2
175100,0.7811,0.642,0.148,0.2395,0.002,3.2
175200,0.7992,0.6447,0.1461,0.2486,0.002,3.2
175300,0.7985,0.6452,0.1415,0.2455,0.002,3.3
175400,0.7959,0.6437,0.1543,0.2451,0.002,3.2
175500,0.7961,0.6449,0.1478,0.2421,0.002,3.2
175600,0.7796,0.6422,0.142,0.2309,0.002,3.2
175700,0.781,0.6404,0.1503,0.2398,0.002,3.3
175800,0.7957,0.6472,0.1481,0.2456,0.002,3.3
175900,0.7955,0.6441,0.1479,0.2484,0.002,3.3
176000,0.7981,0.6456,0.1426,0.2453,0.002,3.2
176100,0.7978,0.645,0.1415,0.2477,0.002,3.2
176200,0.8048,0.6479,0.154,0.2511,0.002,3.3
176300,0.7975,0.6461,0.1422,0.2453,0.002,3.3
176400,0.8004,0.6464,0.1442,0.2452,0.002,3.2
176500,0.7961,0.6478,0.1414,0.2437,0.002,3.2
176600,0.8027,0.6416,0.1442,0.2478,0.002,3.2
176700,0.7973,0.6445,0.1507,0.2528,0.002,3.3
176800,0.7981,0.6482,0.153,0.2484,0.002,3.3
176900,0.7838,0.6443,0.1529,0.24,0.002,3.3
